filepath,line_no,symbol,preview
/Users/hiraku/projects/vpm-ariade/core/conversation_analyzer.py,246,ConversationAnalyzer._parse_extraction_response,AI応答をパースして抽出情報リストに変換
/Users/hiraku/projects/vpm-ariade/core/conversation_analyzer.py,279,ConversationAnalyzer._extract_with_patterns,パターンベースの情報抽出（フォールバック）
/Users/hiraku/projects/vpm-ariade/core/conversation_analyzer.py,312,ConversationAnalyzer._extract_task_information,タスク関連情報の抽出
/Users/hiraku/projects/vpm-ariade/core/conversation_analyzer.py,366,ConversationAnalyzer._normalize_date_format,日付形式を YYYY-MM-DD に正規化
/Users/hiraku/projects/vpm-ariade/core/conversation_analyzer.py,378,ConversationAnalyzer._extract_project_detail_information,詳細プロジェクト情報の抽出（スケジュール、ルート、宿泊等）
/Users/hiraku/projects/vpm-ariade/core/conversation_analyzer.py,528,ConversationAnalyzer._extract_equipment_summary,装備リストの要約を抽出
/Users/hiraku/projects/vpm-ariade/core/conversation_analyzer.py,544,ConversationAnalyzer._format_pattern_match,パターンマッチの結果を適切な形式にフォーマット
/Users/hiraku/projects/vpm-ariade/core/conversation_analyzer.py,558,ConversationAnalyzer._deduplicate_extractions,抽出情報の重複を除去（信頼度の高いものを優先）
/Users/hiraku/projects/vpm-ariade/core/conversation_analyzer.py,570,ConversationAnalyzer.detect_information_conflicts,情報の矛盾を検出
/Users/hiraku/projects/vpm-ariade/core/conversation_analyzer.py,597,ConversationAnalyzer._determine_conflict_type,矛盾のタイプを判定
/Users/hiraku/projects/vpm-ariade/core/conversation_analyzer.py,610,ConversationAnalyzer.apply_extracted_information,         抽出された情報をプロジェクトスキーマに適用          ...
/Users/hiraku/projects/vpm-ariade/core/conversation_analyzer.py,665,ConversationAnalyzer._apply_task_deadline_update,タスク期日更新の適用
/Users/hiraku/projects/vpm-ariade/core/conversation_analyzer.py,724,ConversationAnalyzer._apply_participants_update,参加者情報の更新
/Users/hiraku/projects/vpm-ariade/core/conversation_analyzer.py,755,ConversationAnalyzer._apply_new_task_request,新規タスク追加要求の処理
/Users/hiraku/projects/vpm-ariade/core/conversation_analyzer.py,770,analyze_conversation_and_update_project,     会話分析とプロジェクト更新のヘルパー関数          Args:...
/Users/hiraku/projects/vpm-ariade/core/conversation_engine.py,2,module, PhaseAwareConversationEngine - フェーズ対応会話...
/Users/hiraku/projects/vpm-ariade/core/conversation_engine.py,19,ConversationResponse,会話応答データクラス
/Users/hiraku/projects/vpm-ariade/core/conversation_engine.py,28,PhaseAwareConversationEngine,フェーズ対応AI会話エンジン
/Users/hiraku/projects/vpm-ariade/core/conversation_engine.py,42,PhaseAwareConversationEngine.generate_response,フェーズに応じた会話応答を生成
/Users/hiraku/projects/vpm-ariade/core/conversation_engine.py,61,PhaseAwareConversationEngine.get_system_prompt,フェーズ特化型システムプロンプトを生成
/Users/hiraku/projects/vpm-ariade/core/conversation_engine.py,68,PhaseAwareConversationEngine._handle_inception_conversation,構想段階の会話処理
/Users/hiraku/projects/vpm-ariade/core/conversation_engine.py,110,PhaseAwareConversationEngine._handle_definition_conversation,定義段階の会話処理
/Users/hiraku/projects/vpm-ariade/core/conversation_engine.py,148,PhaseAwareConversationEngine._handle_planning_conversation,計画段階の会話処理
/Users/hiraku/projects/vpm-ariade/core/conversation_engine.py,186,PhaseAwareConversationEngine._handle_execution_conversation,実行段階の会話処理
/Users/hiraku/projects/vpm-ariade/core/conversation_engine.py,228,PhaseAwareConversationEngine._handle_monitoring_conversation,監視段階の会話処理
/Users/hiraku/projects/vpm-ariade/core/conversation_engine.py,260,PhaseAwareConversationEngine._handle_closure_conversation,完了段階の会話処理
/Users/hiraku/projects/vpm-ariade/core/conversation_engine.py,292,PhaseAwareConversationEngine._handle_generic_conversation,汎用会話処理（フォールバック）
/Users/hiraku/projects/vpm-ariade/core/conversation_engine.py,305,PhaseAwareConversationEngine._get_project_context,プロジェクトコンテキストの生成
/Users/hiraku/projects/vpm-ariade/core/conversation_engine.py,329,PhaseAwareConversationEngine._get_phase_specific_context,フェーズ特化型コンテキストの生成
/Users/hiraku/projects/vpm-ariade/core/conversation_engine.py,378,PhaseAwareConversationEngine._generate_inception_response,構想段階の応答生成
/Users/hiraku/projects/vpm-ariade/core/conversation_engine.py,382,PhaseAwareConversationEngine._generate_definition_response,定義段階の応答生成
/Users/hiraku/projects/vpm-ariade/core/conversation_engine.py,386,PhaseAwareConversationEngine._generate_planning_response,計画段階の応答生成
/Users/hiraku/projects/vpm-ariade/core/conversation_engine.py,390,PhaseAwareConversationEngine._generate_execution_response,実行段階の応答生成
/Users/hiraku/projects/vpm-ariade/core/conversation_engine.py,395,PhaseAwareConversationEngine._generate_monitoring_response,監視段階の応答生成
/Users/hiraku/projects/vpm-ariade/core/conversation_engine.py,399,PhaseAwareConversationEngine._generate_closure_response,完了段階の応答生成
/Users/hiraku/projects/vpm-ariade/core/conversation_engine.py,404,PhaseAwareConversationEngine._extract_project_updates_inception,構想段階のプロジェクト更新抽出
/Users/hiraku/projects/vpm-ariade/core/conversation_engine.py,418,PhaseAwareConversationEngine._extract_project_updates_definition,定義段階のプロジェクト更新抽出
/Users/hiraku/projects/vpm-ariade/core/conversation_engine.py,432,PhaseAwareConversationEngine._extract_project_updates_planning,計画段階のプロジェクト更新抽出
/Users/hiraku/projects/vpm-ariade/core/conversation_engine.py,446,PhaseAwareConversationEngine._extract_project_updates_execution,実行段階のプロジェクト更新抽出
/Users/hiraku/projects/vpm-ariade/core/conversation_migrator.py,2,module, Conversation Migration - 会話ログ移行機能 全体会話ロ...
/Users/hiraku/projects/vpm-ariade/core/conversation_migrator.py,18,ConversationMigrator,会話ログ移行管理
/Users/hiraku/projects/vpm-ariade/core/conversation_migrator.py,29,ConversationMigrator.get_available_projects,利用可能なプロジェクトIDリストを取得
/Users/hiraku/projects/vpm-ariade/core/conversation_migrator.py,37,ConversationMigrator.migrate_conversations_for_project,特定プロジェクトの会話ログを移行
/Users/hiraku/projects/vpm-ariade/core/conversation_migrator.py,68,ConversationMigrator._extract_project_messages,全体会話ログから特定プロジェクトの会話を抽出
/Users/hiraku/projects/vpm-ariade/core/conversation_migrator.py,105,ConversationMigrator._is_project_related,会話がプロジェクト関連かを判定
/Users/hiraku/projects/vpm-ariade/core/conversation_migrator.py,122,ConversationMigrator._is_context_change,プロジェクトコンテキストから外れたかを判定
/Users/hiraku/projects/vpm-ariade/core/conversation_migrator.py,137,ConversationMigrator._save_project_conversation,プロジェクト固有会話ログを保存
/Users/hiraku/projects/vpm-ariade/core/conversation_migrator.py,164,ConversationMigrator.migrate_all_projects,全プロジェクトの会話ログを移行
/Users/hiraku/projects/vpm-ariade/core/conversation_migrator.py,183,ConversationMigrator.get_migration_status,移行状況を取得
/Users/hiraku/projects/vpm-ariade/core/conversation_migrator.py,206,create_migrator,ConversationMigratorのファクトリ関数
/Users/hiraku/projects/vpm-ariade/core/conversation_reanalyzer.py,2,module, Conversation Reanalyzer - 会話再分析モジュール 過去...
/Users/hiraku/projects/vpm-ariade/core/conversation_reanalyzer.py,18,ConversationReanalyzer,過去会話の再分析機能
/Users/hiraku/projects/vpm-ariade/core/conversation_reanalyzer.py,26,ConversationReanalyzer.get_available_dates,指定プロジェクトで利用可能な会話日付一覧を取得
/Users/hiraku/projects/vpm-ariade/core/conversation_reanalyzer.py,44,ConversationReanalyzer.load_conversation_by_date,指定日付の会話ログを読み込み
/Users/hiraku/projects/vpm-ariade/core/conversation_reanalyzer.py,75,ConversationReanalyzer.reanalyze_conversation,指定日付の会話を再分析してプロジェクト情報を更新
/Users/hiraku/projects/vpm-ariade/core/conversation_reanalyzer.py,168,ConversationReanalyzer._record_reanalysis_metadata,再分析のメタデータを記録
/Users/hiraku/projects/vpm-ariade/core/conversation_reanalyzer.py,202,ConversationReanalyzer.get_reanalysis_history,プロジェクトの再分析履歴を取得
/Users/hiraku/projects/vpm-ariade/core/conversation_reanalyzer.py,218,ConversationReanalyzer.batch_reanalyze_project,プロジェクトの複数日付を一括再分析
/Users/hiraku/projects/vpm-ariade/core/conversation_reanalyzer.py,268,create_reanalyzer,ConversationReanalyzerのファクトリ関数
/Users/hiraku/projects/vpm-ariade/core/date_validator.py,2,module, Date Validation Module - 日付フォーマット検証モジュー...
/Users/hiraku/projects/vpm-ariade/core/date_validator.py,19,DateValidator,日付検証クラス
/Users/hiraku/projects/vpm-ariade/core/date_validator.py,23,DateValidator.is_valid_date_format,         日付文字列がYYYY-MM-DD形式かを検証         ...
/Users/hiraku/projects/vpm-ariade/core/date_validator.py,48,DateValidator.parse_date_string,         日付文字列をdateオブジェクトに変換            ...
/Users/hiraku/projects/vpm-ariade/core/date_validator.py,69,DateValidator.format_date,         dateまたはdatetimeオブジェクトを標準フォーマットに...
/Users/hiraku/projects/vpm-ariade/core/date_validator.py,87,DateValidator.validate_and_format,         入力を検証し、標準フォーマットに変換             ...
/Users/hiraku/projects/vpm-ariade/core/date_validator.py,112,is_valid_date,日付文字列の有効性チェック（便利関数）
/Users/hiraku/projects/vpm-ariade/core/date_validator.py,116,parse_date,日付文字列の解析（便利関数）
/Users/hiraku/projects/vpm-ariade/core/date_validator.py,120,format_date,日付オブジェクトのフォーマット（便利関数）
/Users/hiraku/projects/vpm-ariade/core/decorator_inserter.py,3,module, Kai用デコレータ挿入ユーティリティ - 指定関数の定義行を検出し、その直前に...
/Users/hiraku/projects/vpm-ariade/core/doc_update_engine.py,96,update_doc_with_gpt,     GPTによる修正文提案 → ユーザー承認 → ファイル更新 → Git...
/Users/hiraku/projects/vpm-ariade/core/doc_update_engine.py,128,apply_update,     GPTが生成したMarkdown内容をファイルに反映し、Gitコミット...
/Users/hiraku/projects/vpm-ariade/core/dsl_builder/derive_intent_from_doc.py,4,module,derive_intent_from_doc.py  –  M5.1 draft...
/Users/hiraku/projects/vpm-ariade/core/dynamic_schema.py,2,module, Dynamic Project Schema Management 動的プロジ...
/Users/hiraku/projects/vpm-ariade/core/dynamic_schema.py,18,FieldPriority,フィールドの優先度
/Users/hiraku/projects/vpm-ariade/core/dynamic_schema.py,25,FieldStatus,フィールドの状態
/Users/hiraku/projects/vpm-ariade/core/dynamic_schema.py,33,DynamicField,動的情報フィールド
/Users/hiraku/projects/vpm-ariade/core/dynamic_schema.py,49,DynamicField.to_dict,辞書形式に変換
/Users/hiraku/projects/vpm-ariade/core/dynamic_schema.py,63,DynamicField.from_dict,辞書から復元
/Users/hiraku/projects/vpm-ariade/core/dynamic_schema.py,77,DynamicProjectSchema,動的プロジェクト情報スキーマ管理
/Users/hiraku/projects/vpm-ariade/core/dynamic_schema.py,88,DynamicProjectSchema._get_project_file_path,プロジェクトファイルのパスを取得
/Users/hiraku/projects/vpm-ariade/core/dynamic_schema.py,92,DynamicProjectSchema._load_from_project_file,プロジェクトファイルから動的スキーマを読み込み
/Users/hiraku/projects/vpm-ariade/core/dynamic_schema.py,116,DynamicProjectSchema.save_to_project_file,プロジェクトファイルに動的スキーマを保存
/Users/hiraku/projects/vpm-ariade/core/dynamic_schema.py,162,DynamicProjectSchema.add_field,新しいフィールドを追加
/Users/hiraku/projects/vpm-ariade/core/dynamic_schema.py,179,DynamicProjectSchema.update_field_value,フィールド値を更新
/Users/hiraku/projects/vpm-ariade/core/dynamic_schema.py,200,DynamicProjectSchema.set_field_priority,フィールドの優先度を設定（人間による調整）
/Users/hiraku/projects/vpm-ariade/core/dynamic_schema.py,212,DynamicProjectSchema.get_pending_questions,質問すべきフィールドとその質問を取得
/Users/hiraku/projects/vpm-ariade/core/dynamic_schema.py,244,DynamicProjectSchema._should_ask_field,フィールドについて質問すべきかを判定
/Users/hiraku/projects/vpm-ariade/core/dynamic_schema.py,256,DynamicProjectSchema.get_field_summary,フィールドの状況サマリーを取得
/Users/hiraku/projects/vpm-ariade/core/dynamic_schema.py,284,DynamicProjectSchema.get_completion_percentage,プロジェクト情報の完成度を計算
/Users/hiraku/projects/vpm-ariade/core/dynamic_schema.py,312,get_project_schema,プロジェクトのスキーマを取得
/Users/hiraku/projects/vpm-ariade/core/dynamic_schema.py,317,initialize_schema_for_project,プロジェクトのスキーマを初期化（将来的にはAI分析による自動生成）
/Users/hiraku/projects/vpm-ariade/core/dynamic_schema.py,341,add_missing_fields_to_project,既存プロジェクトに不足しているフィールドを追加
/Users/hiraku/projects/vpm-ariade/core/enforcement.py,21,enforce_rules,     与えられたコンテキストに対し、kai_rules.json に基づくル...
/Users/hiraku/projects/vpm-ariade/core/enhanced_ui_components.py,2,module, Enhanced UI Components - 拡張インタラクティブUIコン...
/Users/hiraku/projects/vpm-ariade/core/enhanced_ui_components.py,17,InteractiveComponents,インタラクティブUIコンポーネント
/Users/hiraku/projects/vpm-ariade/core/enhanced_ui_components.py,21,InteractiveComponents.render_typing_indicator,タイピングインジケータ
/Users/hiraku/projects/vpm-ariade/core/enhanced_ui_components.py,35,InteractiveComponents.render_progress_animation,アニメーション付きプログレスバー
/Users/hiraku/projects/vpm-ariade/core/enhanced_ui_components.py,50,InteractiveComponents.render_real_time_metrics,リアルタイム更新メトリクス
/Users/hiraku/projects/vpm-ariade/core/enhanced_ui_components.py,70,InteractiveComponents.render_interactive_chart,インタラクティブチャート
/Users/hiraku/projects/vpm-ariade/core/enhanced_ui_components.py,92,FeedbackComponents,ユーザーフィードバックコンポーネント
/Users/hiraku/projects/vpm-ariade/core/enhanced_ui_components.py,96,FeedbackComponents.render_rating_widget,5段階評価ウィジェット
/Users/hiraku/projects/vpm-ariade/core/enhanced_ui_components.py,100,rating_html,         <style>         .star-rating { ...
/Users/hiraku/projects/vpm-ariade/core/enhanced_ui_components.py,137,FeedbackComponents.render_feedback_form,フィードバックフォーム
/Users/hiraku/projects/vpm-ariade/core/enhanced_ui_components.py,169,FeedbackComponents._save_feedback,フィードバックデータの保存
/Users/hiraku/projects/vpm-ariade/core/enhanced_ui_components.py,182,NotificationComponents,通知・アラートコンポーネント
/Users/hiraku/projects/vpm-ariade/core/enhanced_ui_components.py,186,NotificationComponents.render_toast_notification,トースト通知
/Users/hiraku/projects/vpm-ariade/core/enhanced_ui_components.py,229,NotificationComponents.render_system_status,システム状態インジケータ（モダンデザイン版）
/Users/hiraku/projects/vpm-ariade/core/enhanced_ui_components.py,343,ResponsiveLayout,レスポンシブレイアウトコンポーネント
/Users/hiraku/projects/vpm-ariade/core/enhanced_ui_components.py,347,ResponsiveLayout.get_screen_size,画面サイズの推定（簡易版）
/Users/hiraku/projects/vpm-ariade/core/enhanced_ui_components.py,353,ResponsiveLayout.render_adaptive_columns,アダプティブカラムレイアウト
/Users/hiraku/projects/vpm-ariade/core/enhanced_ui_components.py,376,ResponsiveLayout.render_mobile_friendly_form,モバイルフレンドリーフォーム
/Users/hiraku/projects/vpm-ariade/core/enhanced_ui_components.py,398,ContextualHelp,コンテキストヘルプコンポーネント
/Users/hiraku/projects/vpm-ariade/core/enhanced_ui_components.py,402,ContextualHelp.render_help_tooltip,ヘルプツールチップ
/Users/hiraku/projects/vpm-ariade/core/enhanced_ui_components.py,408,ContextualHelp.render_guided_tour,ガイドツアー
/Users/hiraku/projects/vpm-ariade/core/enhanced_ui_components.py,432,ContextualHelp.render_contextual_suggestions,コンテキスト別提案
/Users/hiraku/projects/vpm-ariade/core/git_ops.py,2,module, ▶ 更新概要 * conversations/*.md → conversat...
/Users/hiraku/projects/vpm-ariade/core/git_ops.py,40,try_git_pull_safe,安全に git pull --rebase する。
/Users/hiraku/projects/vpm-ariade/core/git_ops.py,60,try_git_commit,指定ファイルを add → commit → push する汎用関数
/Users/hiraku/projects/vpm-ariade/core/git_ops.py,86,commit_and_push_log,JSON 会話ログファイルを 1 会話ごとに即 push するヘルパ（競合回避・...
/Users/hiraku/projects/vpm-ariade/core/git_ops.py,148,commit_and_push_llm_logs,LLMログファイルをコミット・プッシュ
/Users/hiraku/projects/vpm-ariade/core/git_ops.py,217,commit_and_push_project_data,プロジェクトデータと関連ファイルをコミット・プッシュ（競合回避機能付き）
/Users/hiraku/projects/vpm-ariade/core/handle_approval.py,2,handle_approval,     指定されたドキュメントの承認処理を行います。      Args:  ...
/Users/hiraku/projects/vpm-ariade/core/health_check.py,2,module, Health Check System - システム健康状態監視 
/Users/hiraku/projects/vpm-ariade/core/health_check.py,21,HealthStatus,健康状態
/Users/hiraku/projects/vpm-ariade/core/health_check.py,30,SystemHealth,システム全体の健康状態
/Users/hiraku/projects/vpm-ariade/core/health_check.py,37,HealthChecker,システム健康状態チェッカー
/Users/hiraku/projects/vpm-ariade/core/health_check.py,57,HealthChecker._load_config,設定ファイルを読み込み
/Users/hiraku/projects/vpm-ariade/core/health_check.py,68,HealthChecker.check_system_health,システム全体の健康状態をチェック
/Users/hiraku/projects/vpm-ariade/core/health_check.py,104,HealthChecker._check_system_resources,システムリソースをチェック
/Users/hiraku/projects/vpm-ariade/core/health_check.py,162,HealthChecker._check_file_system,ファイルシステムをチェック
/Users/hiraku/projects/vpm-ariade/core/health_check.py,226,HealthChecker._check_openai_connection,OpenAI接続をチェック
/Users/hiraku/projects/vpm-ariade/core/health_check.py,269,HealthChecker._check_data_integrity,データ整合性をチェック
/Users/hiraku/projects/vpm-ariade/core/health_check.py,331,HealthChecker._check_automation_systems,自動化システムをチェック
/Users/hiraku/projects/vpm-ariade/core/health_check.py,398,HealthChecker._calculate_system_metrics,システムメトリクスを計算
/Users/hiraku/projects/vpm-ariade/core/health_check.py,422,HealthChecker._get_directory_size,ディレクトリサイズを取得
/Users/hiraku/projects/vpm-ariade/core/health_check.py,439,HealthChecker._add_to_history,健康状態を履歴に追加
/Users/hiraku/projects/vpm-ariade/core/health_check.py,452,HealthChecker.get_health_history,指定時間内の健康状態履歴を取得
/Users/hiraku/projects/vpm-ariade/core/health_check.py,462,HealthChecker.export_health_report,健康状態レポートをファイルに出力
/Users/hiraku/projects/vpm-ariade/core/kai_patch_applier.py,17,apply_gpt_patch,     GPTが返したMarkdown形式の修正提案（markdown_tex...
/Users/hiraku/projects/vpm-ariade/core/lifecycle_manager.py,2,module, ProjectLifecycleManager - プロジェクトライフサイクル...
/Users/hiraku/projects/vpm-ariade/core/lifecycle_manager.py,18,PhaseRequirements,各フェーズの進行要件定義
/Users/hiraku/projects/vpm-ariade/core/lifecycle_manager.py,22,PhaseRequirements.get_requirements,フェーズ進行に必要な要件を返す
/Users/hiraku/projects/vpm-ariade/core/lifecycle_manager.py,58,ProjectLifecycleManager,プロジェクトライフサイクル管理クラス
/Users/hiraku/projects/vpm-ariade/core/lifecycle_manager.py,65,ProjectLifecycleManager.get_current_phase,現在のプロジェクトフェーズを取得
/Users/hiraku/projects/vpm-ariade/core/lifecycle_manager.py,78,ProjectLifecycleManager.can_advance_to_next_phase,次のフェーズに進行可能かチェック
/Users/hiraku/projects/vpm-ariade/core/lifecycle_manager.py,97,ProjectLifecycleManager.advance_phase,プロジェクトを次のフェーズに進める
/Users/hiraku/projects/vpm-ariade/core/lifecycle_manager.py,146,ProjectLifecycleManager.get_phase_progress,フェーズの進捗情報を取得
/Users/hiraku/projects/vpm-ariade/core/lifecycle_manager.py,176,ProjectLifecycleManager.get_phase_requirements_checklist,現在フェーズの要件チェックリストを取得
/Users/hiraku/projects/vpm-ariade/core/lifecycle_manager.py,209,ProjectLifecycleManager._get_next_phase,次のフェーズを取得
/Users/hiraku/projects/vpm-ariade/core/lifecycle_manager.py,229,ProjectLifecycleManager._check_phase_requirements,フェーズ要件をチェックして不足している要件を返す
/Users/hiraku/projects/vpm-ariade/core/lifecycle_manager.py,254,ProjectLifecycleManager._check_action_completed,特定のアクションが完了しているかチェック
/Users/hiraku/projects/vpm-ariade/core/lifecycle_manager.py,297,ProjectLifecycleManager._record_phase_transition,フェーズ遷移を履歴に記録
/Users/hiraku/projects/vpm-ariade/core/lifecycle_manager.py,347,ProjectLifecycleManager._calculate_completion_percentage,フェーズに基づく完了率の概算計算
/Users/hiraku/projects/vpm-ariade/core/log_schema.py,1,module, Log Schema for Kai VPM LLM Call Logging...
/Users/hiraku/projects/vpm-ariade/core/log_schema.py,17,RequestKind,Types of LLM requests in the system
/Users/hiraku/projects/vpm-ariade/core/log_schema.py,29,RequestContext,Context/subkind for more granular reques...
/Users/hiraku/projects/vpm-ariade/core/log_schema.py,35,LogEntry,Schema for LLM call log entries
/Users/hiraku/projects/vpm-ariade/core/log_schema.py,57,log_to_jsonl,     Append a LogEntry to a JSONL file. ...
/Users/hiraku/projects/vpm-ariade/core/log_schema.py,85,from_jsonl,     Read LogEntry objects from a JSONL ...
/Users/hiraku/projects/vpm-ariade/core/log_schema.py,117,get_log_filepath,     Generate the log filepath for a giv...
/Users/hiraku/projects/vpm-ariade/core/log_utils.py,67,load_log,     指定されたログファイルからメッセージを読み込む。     存在しない・...
/Users/hiraku/projects/vpm-ariade/core/manage_tasks.py,13,create_task,     新しいタスクを作成し、保存する。     ...     
/Users/hiraku/projects/vpm-ariade/core/manage_tasks.py,27,update_task,     既存のタスクを更新する。     ...     
/Users/hiraku/projects/vpm-ariade/core/manage_tasks.py,41,delete_task,     指定されたIDのタスクを削除する。     ...     
/Users/hiraku/projects/vpm-ariade/core/manage_tasks.py,55,list_tasks,     保存されているタスクのリストを取得する。フィルターやソート順を指定でき...
/Users/hiraku/projects/vpm-ariade/core/markdown_utils.py,4,extract_code_from_markdown,     GPTから返されたMarkdown形式の提案から、指定言語のコードブロ...
/Users/hiraku/projects/vpm-ariade/core/minutes_utils.py,8,PROMPT_TMPL,You are Kai's Minutes Assistant. Output ...
/Users/hiraku/projects/vpm-ariade/core/models.py,13,ProjectPhase,プロジェクトフェーズの定義
/Users/hiraku/projects/vpm-ariade/core/models.py,22,ProjectStatus,プロジェクトステータスの定義
/Users/hiraku/projects/vpm-ariade/core/navigation.py,2,module, Hierarchical Navigation System - 階層ナビゲー...
/Users/hiraku/projects/vpm-ariade/core/navigation.py,16,PageType,ページタイプの定義
/Users/hiraku/projects/vpm-ariade/core/navigation.py,24,NavigationState,ナビゲーション状態
/Users/hiraku/projects/vpm-ariade/core/navigation.py,30,HierarchicalNavigator,階層ナビゲーション管理
/Users/hiraku/projects/vpm-ariade/core/navigation.py,33,HierarchicalNavigator.__init__,初期化
/Users/hiraku/projects/vpm-ariade/core/navigation.py,58,HierarchicalNavigator.initialize_session_state,セッション状態の初期化
/Users/hiraku/projects/vpm-ariade/core/navigation.py,75,HierarchicalNavigator.render_sidebar_navigation,サイドバーナビゲーションの描画
/Users/hiraku/projects/vpm-ariade/core/navigation.py,155,HierarchicalNavigator._get_project_summary,プロジェクト概要の取得
/Users/hiraku/projects/vpm-ariade/core/navigation.py,172,HierarchicalNavigator.get_current_page_config,現在のページ設定を取得
/Users/hiraku/projects/vpm-ariade/core/navigation.py,183,HierarchicalNavigator.validate_navigation_state,ナビゲーション状態の妥当性チェック
/Users/hiraku/projects/vpm-ariade/core/navigation.py,198,HierarchicalNavigator.render_page_header,ページヘッダーの描画
/Users/hiraku/projects/vpm-ariade/core/navigation.py,264,HierarchicalNavigator.get_navigation_breadcrumb,パンくずリストの生成
/Users/hiraku/projects/vpm-ariade/core/notification_system.py,2,module, NotificationSystem - 統合通知管理システム 
/Users/hiraku/projects/vpm-ariade/core/notification_system.py,24,NotificationChannel,通知チャネル
/Users/hiraku/projects/vpm-ariade/core/notification_system.py,33,NotificationPriority,通知優先度
/Users/hiraku/projects/vpm-ariade/core/notification_system.py,41,NotificationTemplate,通知テンプレート
/Users/hiraku/projects/vpm-ariade/core/notification_system.py,51,Notification,通知オブジェクト
/Users/hiraku/projects/vpm-ariade/core/notification_system.py,67,NotificationRule,通知ルール
/Users/hiraku/projects/vpm-ariade/core/notification_system.py,76,NotificationSystem,統合通知管理システム
/Users/hiraku/projects/vpm-ariade/core/notification_system.py,174,NotificationSystem.start,通知システムを開始
/Users/hiraku/projects/vpm-ariade/core/notification_system.py,182,NotificationSystem.stop,通知システムを停止
/Users/hiraku/projects/vpm-ariade/core/notification_system.py,189,NotificationSystem.register_handler,通知ハンドラーを登録
/Users/hiraku/projects/vpm-ariade/core/notification_system.py,194,NotificationSystem.process_progress_alerts,進捗アラートを処理して通知を生成
/Users/hiraku/projects/vpm-ariade/core/notification_system.py,200,NotificationSystem.process_auto_update_result,自動更新結果を処理して通知を生成
/Users/hiraku/projects/vpm-ariade/core/notification_system.py,218,NotificationSystem.process_phase_advancement,フェーズ進行を処理して通知を生成
/Users/hiraku/projects/vpm-ariade/core/notification_system.py,232,NotificationSystem.process_project_health_change,プロジェクト健康状態変化を処理
/Users/hiraku/projects/vpm-ariade/core/notification_system.py,246,NotificationSystem._process_alert,個別アラートを処理
/Users/hiraku/projects/vpm-ariade/core/notification_system.py,277,NotificationSystem._create_notification_from_template,テンプレートから通知を作成
/Users/hiraku/projects/vpm-ariade/core/notification_system.py,328,NotificationSystem._check_rule_conditions,ルール条件をチェック
/Users/hiraku/projects/vpm-ariade/core/notification_system.py,348,NotificationSystem._check_cooldown,クールダウン期間をチェック
/Users/hiraku/projects/vpm-ariade/core/notification_system.py,372,NotificationSystem._format_overdue_tasks,遅延タスクをフォーマット
/Users/hiraku/projects/vpm-ariade/core/notification_system.py,390,NotificationSystem._worker_loop,通知処理ワーカーループ
/Users/hiraku/projects/vpm-ariade/core/notification_system.py,410,NotificationSystem._send_notification,通知を送信
/Users/hiraku/projects/vpm-ariade/core/notification_system.py,439,NotificationSystem._log_handler,ログ通知ハンドラー
/Users/hiraku/projects/vpm-ariade/core/notification_system.py,454,NotificationSystem._ui_handler,UI通知ハンドラー（Streamlit用）
/Users/hiraku/projects/vpm-ariade/core/notification_system.py,491,NotificationSystem.get_notifications_for_project,プロジェクトの通知履歴を取得
/Users/hiraku/projects/vpm-ariade/core/notification_system.py,504,NotificationSystem.get_recent_notifications,最近の通知を取得
/Users/hiraku/projects/vpm-ariade/core/notification_system.py,519,NotificationSystem.clear_old_notifications,古い通知を削除
/Users/hiraku/projects/vpm-ariade/core/pages.py,2,module, Dedicated Page Modules - 専用ページモジュール 各ペー...
/Users/hiraku/projects/vpm-ariade/core/pages.py,17,ConversationHistoryPage,会話履歴ページ
/Users/hiraku/projects/vpm-ariade/core/pages.py,21,ConversationHistoryPage.render,会話履歴ページの描画
/Users/hiraku/projects/vpm-ariade/core/pages.py,110,ConversationHistoryPage._get_project_conversations,プロジェクト会話履歴の取得
/Users/hiraku/projects/vpm-ariade/core/pages.py,147,ProjectDetailsPage,プロジェクト詳細ページ
/Users/hiraku/projects/vpm-ariade/core/pages.py,151,ProjectDetailsPage.render,プロジェクト詳細ページの描画
/Users/hiraku/projects/vpm-ariade/core/pages.py,221,ProjectDetailsPage._generate_ai_description,プロジェクト詳細のAI生成
/Users/hiraku/projects/vpm-ariade/core/pages.py,322,ProjectDetailsPage._load_project_data,プロジェクトデータの読み込み
/Users/hiraku/projects/vpm-ariade/core/pages.py,336,ProjectChatPage,プロジェクト会話専用ページ
/Users/hiraku/projects/vpm-ariade/core/pages.py,340,ProjectChatPage.render,プロジェクト会話ページの描画
/Users/hiraku/projects/vpm-ariade/core/pages.py,434,ProjectChatPage._get_project_data,プロジェクトデータの取得
/Users/hiraku/projects/vpm-ariade/core/pages.py,446,ProjectChatPage._load_project_conversation_history,プロジェクト固有の会話履歴を読み込み
/Users/hiraku/projects/vpm-ariade/core/pages.py,474,ProjectChatPage._process_chat_with_reload,会話処理（リロードは chat_handler_ai 内で処理される）
/Users/hiraku/projects/vpm-ariade/core/patch_log.py,20,log_patch,関数修正履歴をpatch_history.jsonに保存する
/Users/hiraku/projects/vpm-ariade/core/patch_log.py,60,load_patch_history,patch_history.jsonから履歴を読み込む
/Users/hiraku/projects/vpm-ariade/core/patch_log.py,78,show_patch_log,patch_history.jsonから履歴をStreamlitで表示する
